,title,story,genre,genre_code
526,바르다가 사랑한 얼굴들,55살 나이차가 무색할 만큼 남다른 케미를 보여주는 아녜스 바르다와 JR 포토트럭을 타고 프랑스 곳곳을 누비며 마주한 시민들의 얼굴과 삶의 터전을 카메라에 담기 시작하는데 셔터가 눌리는 순간 프랑스 최대의 갤러리가 완성된다,다큐멘터리,2
527,청원,14년 전 사고로 전신마비가 되어 감옥 같은 생활을 하고 있는 당대 최고의 천재 마술사 이튼 사람들에게 희망을 주는 라디오 DJ로 제2의 삶을 이어가고 있지만 이제는 자신부터 행복해지고 싶다 결국 불행한 삶 대신 행복한 죽음을 택하기로 한 이튼 하지만 12년간 한결같이 그를 간호해 온 매력적인 간호사 소피아는 이 사실을 받아들일 수 없는데,드라마,0
528,마당을 나온 암탉,매일 알만 낳던 운명의 암탉 잎싹은 양계장을 탈출해 나그네와 달수의 도움으로 자유를 만끽한다 어느날 주인 없이 버려진 뽀얀 오리알을 발견한 잎싹은 난생 처음 알을 품게 되고 드디어 알에서 깨어난 아기 오리 초록은 잎싹을 엄마로 여긴다 족제비의 위협으로부터 안전한 늪으로 여정을 떠나는 암탉 잎싹과 청둥오리 초록  과연 이들은 험난한 대자연 속에서 더 자유롭고 더 높이 날고 싶은 꿈을 이루어 낼 수 있을까,애니메이션,5
529,연인,가난한 10대 프랑스 소녀 부유한 남자를 허락하고 처음으로 육체적 쾌락을 경험하게 된다불우한 가정 환경과 자신에 대한 혐오가 더해 갈수록 소녀는 욕망에 빠져들고 격정적인 관능에 몰입한다욕정일 뿐 사랑이 아니라고 부정하지만 평생 잊을 수 없는 운명으로 남게 되는데욕망으로 남기에는 아름다운 세기의 로맨스마르그리뜨 뒤라스 소설 이 스크린으로 다시 돌아온다,드라마,0
530,페르디난드,몸집은 거대하지만 마음은 따뜻한 소블리 페르디난드세상에서 가장 좋아하는 것은 아름다운 꽃향기와 사랑스러운 친구 니나어느 날 꽃 축제를 구경 간 페르디난드는 벌에 엉덩이를 쏘이고 만다너무 아파서 날뛰는 모습을 오해한 사람들은 페르디난드를 싸움소 훈련장에 끌고 간다하지만 싸움은 해본 적도 관심도 없는 페르디난드는수다쟁이 염소 시끌벅적 황소들 깨방정 고슴도치 삼남매 친구들과 함께집으로 돌아가기 위한 좌충우돌 모험을 시작한다,애니메이션,5
531,파이트 클럽,비싼 가구들로 집 안을 채우지만 삶에 강한 공허함을 느끼는 자동차 리콜 심사관 잭 거부할 수 없는 매력의 거친 남자 테일러 더든과의 우연한 만남으로 본능이 이끄는 대로 삶을 살기로 결심한다 어느 날 싸워봐야 네 자신을 알게 된다라는 테일러 더든의 말에 통쾌한 한 방을 날리는 잭 두 사람은 여태껏 경험해보지 못한 강렬한 카타르시스를 느끼며 파이트 클럽이라는 비밀 조직을 결성하고 폭력으로 세상에 저항하는 거대한 집단이 형성된다 하지만 걷잡을 수 없이 커진 파이트 클럽은 시간이 지날수록 의미가 변질되고 잭과 테일러 더든 사이의 갈등도 점차 깊어져 가는데,액션,3
532,노다메 칸타빌레 최종악장,엉뚱하지만 사랑스러운 천재 피아니스트 노다메우에노 쥬리와 오케스트라 상임지휘자로 활약중인 치아키타마키 히로시는 파리 빈 프라하를 오가며 음악에 대한 꿈과 사랑을 키우고 있다 낯선 도시에서 함께 하는 시간이 늘어날수록 노다메와 치아키의 알콩달콩한 사랑은 더욱 무르익어가는데  치아키와 협연을 하는 것이 일생일대의 목표인 노다메는 라벨의 피아노 협주곡을 듣고 함께 연주하기를 바라지만 치아키는 그의 오랜 친구이자 노다메의 연적 루이야마다 유와 먼저 공연을 하게 된다 좌절에 빠진 노다메에게 세계 최고의 지휘자 슈트레제만타케나카 나오토이 협연을 제안하고 노다메는 자포자기하는 심정으로 처음이자 마지막이 될 데뷔무대를 갖는다 대성공을 이룬 공연직후 전세계는 혜성처럼 등장한 천재 피아니스트 노다메에게 찬사를 보내지만 노다메는 피아노 연주도 치아키와의 사랑도 그만두겠다는 폭탄선언을 하는데,드라마,0
533,파이터,백업 선수 출신의 전설적인 복서 미키 워드마크 월버그와 그의 트러블메이커인 형 디키 에클런드크리스찬 베일 골칫덩어리 가족이 낳은 두 형제가 이룰 수 없는 꿈만 같았던 세계 챔피언에의 도전을 그린 감동 실화 아일랜드 출신 미국인으로 아이리쉬라는 별명으로도 유명한 복싱 선수 미키 워드는 라이트웰터급 세계챔피언이던 지난 2002년과 2003년 아투로 가티라는 선수와 3차례에 걸쳐 복싱사상 기념비적인 대결을 펼쳤다 한 발도 물러서지 않으며 녹다운을 주고받는 난타전을 벌였으며 매 경기 이후 두 선수는 심각한 부상과 충격으로 치료를 받아야 했다 영화는 미키 워드가 미국에 정착한 아일랜드출신 노동자 집안에서 태어나 최고의 파이터였지만 마약중독에 빠진 형을 대신해 가족들의 희망과 기대를 안고 링의 승리자가 되기까지의 이야기를 그렸다,드라마,0
534,토탈 리콜,서기 2084년 어느 신도시에서 광산일을 하고 사는 퀘이드는 로리라는 미모의 아내와 행복하게 살아가지만 밤마다 이상한 꿈을 꾸게 된다 한 번도 가본 적이 없는 화성에서 이름도 알 수 없는 갈색머리의 아내와 행복하게 살고 있는 것이 자꾸 꿈으로 나타나자 퀘이드는 리콜이라는 여행사를 찾아간다 이곳은 싼값으로 우주 여행을 다녀온 것처럼 뇌 속에 기억을 이식시켜줌으로써 욕구를 충족시켜주는 것이었다  그러나 중복해서 이식을 받을 경우 인체에 악영향을 주는데 퀘이드 역시 이런 이유로 커다란 충격에서 깨어나 놀라운 사실들을 알게 된다 지구의 식민지인 화성의 행정책임을 맡고 있는 코하겐은 지구의 혼란을 이용해서 화성을 자신의 왕국으로 삼고 독재를 마음껏 휘두른다 오랫동안 코하겐의 오른팔로 일해오던 하우저는 어느 날 자신이 그동안 불의의 편에 서서 일해왔음을 깨닫고 코하겐에게 정면으로 맞선다 코하겐은 하우저의 뇌에 퀘이드라는 인간의 기억을 이식시켜서 지구에서 살게 했는데 아내 로리와 직장의 사장 해리 그리고 동료들 모두가 코하겐의 부하들로 자신을 감시하는 사람들이라는 것이다  스포일러 코하겐은 이들의 추격을 받으며 간신히 화성으로 달려가 꿈에서 만나곤 하던 갈색머리의 여자가 진짜 아내 멜리나라는 사실을 알아낸다 화성은 코하겐이 인간이 숨쉬는 대기를 제한시켜 반군과 정부군과의 전투가 한창인 혼란한 상황이었다 또한 코하겐은 자신의 독재 통치를 유지하기 위해 외계인이 만든 자연 대기 제조장치를 숨기고 공기를 무기로 화성인들을 통제하고 있었다 이로 인해 태양광선으로부터의 해로운 물질을 차단하는 대기가 없어 많은 화성인들이 끔찍한 모습의 돌연변이로 태어나고 있었다 퀘이드와 멜로나는 택시 기사에게 속아 코하겐에게 사로잡히고 다시 정신 이식을 받는 위기일발을 맞지만 극적으로 탈출한다 멜로나와 공기제조장치를 가동하고 이를 막으려던 코하겐은 도움밖으로 떨어져 처참하게 죽는다 공기제조장치에서 내뿜는 엄청난 공기는 곧 지구와 같은 아름다운 대기가 조성되고 퀘이드와 멜로나는 화성인들과 함께 아름다운 풍경에 흠뻑 취한다,SF,4
535,처음 만나는 자유,17세의 수잔나 케이슨위노나 라이더 분다량의 수면제 복용으로 응급실에 실려간 후 자살 미수로 판정 정신과 의사의 상담을 받게 된다그녀는 끝까지 자신의 자살 기도를 부인하지만인격경계 혼란장애이라는 병명으로 클레이 무어 정신 요양원에 입원하게 된다요양원에서 수잔나가 만나게 되는 여러 사람들수잔나를 환자답지 않게 대해주는 유일한 사람 간호사 발레리우피 골드버그 분일명 Daddys Girl 이라 불리는 데이지브리트니 머피 분얼굴 화상으로 흉한 외모를 갖게 된 폴리엘리자베스 모스 분그리고 떠남과 돌아옴을 반복하며 끝내 요양원을 떠나지 못하는 리사안젤리나 졸리 분묘한 동질감으로 가까워진 수잔나와 리사는 함께 요양원을 탈출하기도 하고친구의 자살을 경험하기도 하는 등 둘만의 특별한 비밀 이야기를 시작하는데,드라마,0
536,각설탕,제주도 푸른 목장에서 태어나고 자란 시은임수정은 어릴 적부터 유난히 말을 좋아하고 말과 친하게 지내는 아이다 특히 태어나자 마자 엄마를 잃은 말 천둥이에 대한 애정은 누구보다 각별해 둘은 서로를 너무나 아끼고 따르며 함께 성장한다 자신 또한 엄마 없이 외롭게 자랐기 때문에 그녀에게 천둥이는 분신과도 같은 존재인 것  그러던 어느 날 천둥이가 다른 곳으로 팔려 가면서 둘은 원치 않는 이별을 하게 된다 2년이 흘러 과천에서 생활하며 여자 기수의 꿈을 키워오던 시은 우연한 장소에서 운명적으로 천둥이와 마주하게 되고 둘은 서로를 알아보며 감격적으로 재회한다 시은의 각별한 지도로 천둥이는 조금씩 경주마로서 실력을 되찾게 되고 둘은 경마대회에 함께 출전하게 된다  천둥이와 함께라면 세상 끝까지라도 달릴 수 있었던 시은 그녀의 꿈을 함께 이뤄 주고 싶은 천둥이 이들은 과연 수 만명의 관중들이 지켜보는 마지막 경주에서 또 한번의 기적을 만들어낼 수 있을까,드라마,0
537,사탄의 인형,흉악 살인범 찰스 리 레이브래드 듀리프 분는 형사 마이크 노리스크리스 서랜든 분의 추격을 받으며 시카고의 와버쉬 거리 사이로 도주하고 있다 공범인 에디 카푸토에게 버림받고 부상입은 레이는 닫혀진 장난감 가게로 뛰어든다 뒤쫓아온 마이크가 쏜 총에 맞고 쓰러진 그는 배신한 친구 에디와 형사 마이크의 복수를 외치면서 착한 애Good Guys 인형에 매달려 주문을 외우자 밖에서는 불길한 천둥과 폭풍이 몰아쳐면서 가게는 폭발한다  백화점 점원으로 혼자서 어린 아들 앤디알렉스 빈센트 분을 키우고 있는 캐런캐서린 힉스 분은 아들의 생일 선물로 인형을 사다준다 아들 앤디가 그렇게도 원하던 말하는 인형 척키Chucky 에드 게일 분는 어른들 앞에선 천진스런 인형이다가 앤디하고만 있게 되면 살아나서 말도 하고 행동도 하며 더 나아가서는 소름끼치는 살인의 향연을 벌이기 시작한다 아무도 인형이 살인을 하리라곤 믿지않기 때문에 의심의 화살은 앤디에게 쏟아지고 앤디의 힙겹고 외로운 투쟁은 시작된다 앤디가 척키에 대한 사실을 밝히려 애 쓸 수록 그는 이상한 아이로 취급받아 결국 격리당해 정신과 의사의 관찰까지 받게된다 그러나 캐런이 인형상자에 건전지가 그대로 있는 것을 발견하고 척키가 건전지 없이 말하고 움직인 것을 알게되자 척키는 본색을 드러내어 캐런을 공격하고 달아난다 캐런의 말을 듣고도 믿지 않던 형사 마이크는 척키의 복수로 거의 생명을 잃을 뻔 하고야 그가 자기가 죽인 살인범 레이라는 걸 깨닫고 캐런과 함께 그를 찾기 위해 그에게 주술을 가르친 교주 닥터 데쓰레이몬드 올리버 분를 찾아간다  데쓰는 이미 척키의 칼에 맞아 죽어가면서 빨리 아이를 구하라고 한다 마이크의 총을 맞은 척키가 다시 살기 위해선 자기의 실체를 맨처음 알게 된 인간의 몸으로 그 영혼이 들어가야 하기 때문이다 집까지 앤디를 쫓아온 척키는 그를 때려눕히고 그 몸에 손을 얹고 주문을 외우고 또다시 하늘엔 천둥번개가 치기 시작한다 아슬아슬하게 뒤쫓아 온 캐런과 마이크는 척키와 사투를 벌이다가 천신만고 끝에 총을 손에 쥐게 된다 그의 머리 팔 다리가 떨어져나가도 그는 불사신처럼 다시 일어나서 쫓아온다 유일한 약점인 심장을 맞고나서야 그는 인간처럼 피를 흘리며 쓰러진다 엄마의 손에 이끌려 나가면서도 앤디는 척키에게서 불안한 눈길을 떼지 못한다,공포,16
538,라이프 오브 파이,인도에서 동물원을 운영하던 파이의 가족은 동물들을 싣고  이민을 떠나는 도중 거센 폭풍우를 만나고 배는 침몰한다  혼자 살아남은 파이는 가까스로 구명보트에 올라 타지만  다친 얼룩말과 굶주린 하이에나 그리고 오랑우탄과 함께 표류하게 된다  하지만 모두를 놀라게 만든 진짜 주인공은  바로 보트 아래에 몸을 숨기고 있던 벵골 호랑이 리처드 파커  배고픔에 허덕이는 동물들은 서로를 공격하고 결국 파이와 리처드 파커만이 배에 남게 되는데   끝없이 펼쳐진 수평선 거대하게 빛나는 고래  바다를 빛으로 물들인 해파리 미어캣이 사는 신비의 섬까지 파이와 리처드 파커 앞에  그 누구도 보지 않고서는 믿을 수 없는 놀라운 광경이 펼쳐진다,모험,1
539,지구를 지켜라!,병구는 외계인으로 인해 지구가 곧 위험에 처할 거라고 믿는다 이번 개기월식까지 안드로메다 왕자를 만나지 못하면 지구에는 아무도 살아 남지 못할 엄청난 재앙이 몰려올 것이다병구는 분명히 외계인이라고 믿는 유제화학의 사장 강만식을 납치해 왕자와 만나게 해줄 것을 요구한다  한편 경찰청장의 사위인 강만식의 납치 사건으로 인해 경찰내부는 긴장감이 감돌고 지금은 뇌물비리 사건으로 물러나 있지만 왕년에 이름을 날렸던 명형사인 추형사는 병구를 범인으로 지목하고 집까지 추적해 온다 영문도 모르고 끌려온 강사장은 기상천외한 고문을 견딜 수 없게 되자 급기야 병구가 수집해놓은 외계인 자료를 훔쳐보고 그럴듯한 이야기를 지어낸다  이제 승리는 누가 상대방을 잘 속여 넘기는가에 달려있다 외계인의 음모를 밝히려는 병구와 외계인으로 추궁 당하는 강사장의 목숨을 건 진실 대결 과연 지구의 운명은 어떻게 될 것인가 병구는 개기월식이 끝나기 전에 지구를 지킬 수 있을까,SF,4
540,쉬리,국가 일급 비밀정보기관 OP의 특수비밀요원 유중원한석규 분과 그의 절친한 동료 요원 이장길송강호 분 그들에게 뭔가 중요한 제보를 자청했던 무기밀매상 보스 임봉주가 거리에서 무참히 저격당한다 저격 현장에 남아 있는 두 발의 탄피 유중원은 직감적으로 특수 8군단 소속 최고의 저격수 이방희박은숙 분의 존재를 감지한다 이미 여러차례 정부 요인들을 저격하고 유중원의 집요한 추적을 피해 잠적해 있던 이방희가 1년만에 다시 활동을 재개한 것이다  죽은 임봉주의 배후를 조사하는 유중원과 이장길 그 과정에서 이방희가 임봉주를 통해 국방과학기술연구소에서 개발한 신소재 액체 폭탄 CTX를 확보하려 했다는 것을 알아낸다 서둘러 연구소로 향하지만 한 발 앞선 이방희가 담당 연구원을 살해한 뒤다 한편 북에서 침투한 박무영최민식 분과 특수 8군단의 정예요원은 군단사령부로 이송 중이던 CTX를 탈취하는데 성공한다 뒤늦게 유중원과 이장길이 CTX를 쫓지만 박무영의 기습적인 공격으로 가까스로 목숨만을 구한다 유중원은 탈취범이 리비아 대사관 진압 작전시 자신과 대면했던 박무영임을 알게 된다  결정적인 움직임 때마다 늘 한발 앞서 나타나는 이방희의 행적은 오래전부터 OP의 주요 정보들이 외부로 은밀히 유출되고 있었음을 알려주고 OP는 내부 첩자에 의한 짙은 의혹에 휩싸인다 서로가 서로를 의심하는 고국장 유중원 이장길 CTX 행방을 두고 촉각을 세우는 동시에 그들 사이엔 미묘한 갈등과 긴장감이 감돈다 도저히 방향을 종잡을 수 없는 상황 속에서 한 달 앞으로 다가온 명현김윤진 분과의 결혼은 유중원에게 또 다른 불행을 예고한다 자신의 신분을 감추고 명현을 대했던 유중원 그의 뜨거운 사랑에 눈물을 흘리는 예상치 못한 명현의 신분이 밝혀진다,액션,3
541,"어느 날, 사랑이 걸어왔다",한때 촉망 받는 재즈 뮤지션이었던 샘루퍼트 프렌드은 아내가 죽은 후 음악 마저 포기한 채 그녀와의 추억이 깃든 호텔방에서 언젠가 아내가 돌아올지 모른다는 헛된 기대로 항상 문을 열어놓고 살고 있다 그러던 어느 날 12살에 혼수상태에 빠진 후 사라진 기억으로 자신이 누군지 알 수 없어 스스로를 원주율 파이클레멘스 포시라 부르는 여자가 샘의 호텔방 화장실로 뛰어들어와 문을 걸어 잠근다 화장실 문을 사이에 둔 채 기묘한 만남을 이어가던 샘과 파이는 서로에게 조금씩 설레는 자신을 눈치 채기 시작하는데다시 사랑하라 한 번도 상처받지 않은 것처럼,드라마,0
542,바닐라 스카이,남다른 매력과 탄탄한 재력으로 수많은 여성들의 시선을 한 몸에 받는 데이빗 에임즈 그는 유력 출판사와 잡지사를 운영하는 와중에 줄리라는 여자를 만나지만 그녀는 단지 섹스 파트너일 뿐이다 그러던 어느날 데이빗은 자신의 생일 파티에 온 친구 브라이언의 애인 소피아를 보고 한눈에 반한다 그녀가 바로 자신이 꿈에 그리던 운명의 상대임을 직감하는 데이빗 소피아 역시 그에게 이끌려 둘은 뜨거운 연인 사이가 된다 하지만 데이빗에게 버림받은 줄리는 질투와 분노에 사로잡혀 이들을 미행하고 마침내 데이빗과의 동반자살을 시도한다 사고 이후 데이빗은 간신히 목숨을 건지지만 자기 얼굴이 알아볼 수 없게 망가진 것을 알고 괴로워한다,미스터리,17
543,트레인스포팅,마크 렌턴이완 맥그리거 분은 에딘버러의 거리에서 두 명의 상점 감시자들에게 쫓기고 있다 자켓에 넣어둔 훔친 물건들이 바닥에 떨어진다 렌턴은 성실하면서도 진실한 마약 취미와 제멋대로 세상을 살아가는 친구들이었다 벡비로버트 칼라일 분는 애인을 위협할 정도로 난폭한 알코올 중독자지만 마약은 손대지 않는다 스퍼드는 구제 불능이긴 하지만 상냥한 성격의 헤로인 중독자다 부드러운 매너로 여자들을 잘 챙기려 애쓰는 식 보이자니 리 밀러 분는 숀 코너리에 관한 한 백과사전이다 자신의 습관을 조절할 줄도 알며 유독 최고를 지향하기도 한다 토미는 노력하는 형이다 마약은 손대지 않으며 산에 오르기를 좋아하고 이기 팝에 강한 집착을 보인다 토미와 교제하는 릿지 스퍼드와 사귀는 게일 누군가의 아이를 배지 않은 사람과는 사귀지 않는 앨리슨 등도 주변에 등장한다 렌턴은 마약을 끊겠다고 결심한다 처음은 아니다 식 보이도 마약을 끊기로 한다 스스로 원해서는 아니고 렌턴이 괴로워하는 것을 보기 위해서다 두 사람은 공기총을 들고 함께 개 사냥 놀이에 나선다 마약을 끊은 렌턴은 면접 통지서를 받는다 중요한 사항이다 성실하게 노력하는 표정을 면접장에서 보이지 못하면 실업 수당이 끊기게 되지만 잘만 하면 일자리를 얻을 지도 모른다 아슬아슬한 줄타기다 결국 면접을 당당하게 포기한 렌턴과 스퍼드이완 브렘너 분는 한잔하기 위해 친구들을 만난다 벡비는 자기가 입원시킨 새 친구에 대한 이야기를 하다가 술잔을 내던지며 싸움을 벌인다 렌턴 패거리는 디스코텍으로 향한다 헤로인은 렌턴의 성충동을 약화시켰지만 이제는 강력하게 부활했다 마약을 끊은 뒤 살아난 엄청난 리비도에 알코올과 암페타민까지 가세 그를 걷잡을 수 없는 지경으로 몰고 간다 이때 그는 다이앤켈리 맥도날드 분을 만난다 매력적인 다이앤은 성의 노예가 된 렌턴을 동정 집으로 데려가 하룻밤을 재워준다 아침에 일어난 렌턴은 부엌에 있던 남녀가 옆방 사람들이 아닌 부모들이라는 것과 다이앤이 교복을 입고 현관에 서 있는 모습을 보게 된다 한편 게일은 한 달이상 빼다가 결국 스퍼드와 동침하기로 한다 그러나 그는 제대로 해보기도 전에 침대에서 곯아떨어지고 마는데,범죄,6
544,믿음의 승부,샤일로 기독학교의 미식 축구팀 감독 테일러는 인생 최대의 위기를 맞고 있다 가정에서의 문제 계속 지기만 하는 미식 축구 팀 심지어 자신의 직장까지 위협받게 되지만 그는 혼자가 아니였다 이기든 지든 하나님께 영광을 돌리기 위해 팀과 함께 목적을 새로인 한 그에게 놀라운 변화가  일어나기 시작한다,드라마,0
545,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,도깨비왕 라선은 자신의 부활을 위해 사악한 요괴 바이러스 어둠깨비를 지구에 퍼뜨리고어둠깨비들은 외로운 소년 서도영을 통해 어둠의 힘을 증식시킨다한편 염라대왕의 지시를 받아 새로운 요괴워치의 주인을 찾던 위스퍼는정의감이 강한 소녀 윤단아와 술법을 사용할 줄 아는 소년 천유성을 만난다 윤단아는 절체절명의 위기에서 벗어나기 위해 요괴들을 소환하기 시작하고요괴들에게는 라이트사이드섀도사이드 두 개의 얼굴이 있다는 사실을 알게 된다 그리고 마침내 시작된 운명의 전투,애니메이션,5
546,매트릭스 2 - 리로디드,1편의 엔딩 크레딧과 함께 인류를 구원해야 하는 자신의 운명을 받아들이며 하늘로 날아오른 네오키아누 리브스 내일 이 전쟁이 끝난다면 한번 싸워 볼만하지 않을까 목숨도 걸어 볼만 하지 않을까 모피어스로렌스 피쉬번와 트리니티캐리앤 모스가 전에 자신에게 던졌던 질문을 스스로에게 던져보는 네오는 마침내 중대한 결정을 내린다시온이 컴퓨터 군단에게 장악될 위기에 처하면서 네오는 자신의 능력에 대한 더 큰 통제력을 갖게 된다 이제 몇시간 후면 지구상에 남은 인류 최후의 보루인 시온이 인간 말살을 목적으로 프로그래밍 된 센티넬 무리에 의해 짓밟히게 될 터 그러나 시온의 시민들은 오라클의 예언이 이루어져 전쟁이 끝날 것이라는 모피어스의 신념에 용기를 얻고 네오에게 모든 희망과 기대를 걸어보기로 한다 서로에 대한 사랑의 힘으로 스스로에 대한 믿음으로 용기를 얻은 네오와 트리니티는 모피어스와 함께 인간을 억압하고 착취하는 시스템에 맞서기 위해 매트릭스로 돌아간다 그리고 수소문 끝에 매트릭스의 심장부로 그들을 안내할 키메이커의 행적을 찾아낸 트리니티와 모피어스 하지만 키메이커는 신출귀몰한 악당 트윈스에게 철저하게 감시당하고 있다 시스템에 대항하기 위해 키메이커 구출이라는  위험한 임무를 감행하는 세 사람 한편 에이전트 스미스휴고 위빙는 네오에 대한 불타는 복수심으로 시스템에 불복종하게 되고 그 결과 삭제될 위기에 처한다 이제 그는 도망자의 신세가 되어 계속 네오를 추적한다 한때 자신이 그토록 경멸했던 인간성을 어느새 자기 자신도 갖게된 스미스는 복수를 위해 수단 방법을 가리지 않는데 매트릭스의 내부 구조로 깊이 들어갈수록 그리고 인류의 운명을 좌우할 자신의 역할에 눈 떠 갈수록 네오는 더 큰 저항과 더 무서운 진실에 직면하게 된다  그리고 상상할 수 없는 불가능에 가까운 선택을 강요 받는다 사랑과 신념 목적과 명분 이 모든 것의 합류점에서 네오는 자신이 택한 길을 따라가야 한다 그는 자문한다 만약 내가 못해낸다면 만약 실패한다면  대답은 한가지 뿐이다  시온이 멸망할 것이라는 것 그리고 마침내 인류의 운명을 건 필사의 전투가 시작된다,SF,4
547,여배우는 오늘도,배우 문소리는 오늘도 며느리 딸 엄마 아내 역할로 만취 상태다 정작 맡고 싶은 배역의 러브콜은 끊긴 지 오래고 일년에 작품 한 개도 겨우다 게다가 자타공인 연기파 배우 타이틀도 십팔 년 차 중견 여배우로 교체된 판국 트로피 개수 만큼은 메릴 스트립 부럽지 않은 그녀지만 연기력과 매력 사이 자존감은 점점 흔들리기만 하는데  연기는 완전 쩔지만 매력은 대략 쫄리는 데뷔 십팔 년 차 배우 문소리 2017년 어제는 날았고 오늘은 달리는 그녀의 자력갱생이 시작된다,드라마,0
548,디태치먼트,새로운 학교에 배치된 교사 헨리는 학생들을 다루는 데 능숙하지만 과거 힘들었던 기억 때문에 정규직이 아닌 기간제 교사로서의 삶을 살아간다 유난히 문제아들만 모여있는 학교는 교사도 학생도 서로를 포기한 암담한 상황 그러나 때로는 엄하고 때로는 부드러운 헨리의 모습에 학생들은 조금씩 마음을 열게 된다더 이상 학생들에게 애정을 주지 않으려 했던 헨리 역시 왕따 메레디스와 거리에서 만난 10대 소녀 에리카로 인해 점차 변화하게 되는데,드라마,0
549,추억의 마니,마니와 함께 즐거운 시간을 보내는 안나는 마니의 초대로 저택의 파티에 참가하지만 신기하게도 다음날 낮에 찾아간 저택은 아무도 살지 않은 폐가로 변해있는 등 알 수 없는 일들이 자꾸 일어나는데 그러던 어느 날 갑자기 마니는 사라지고 낡은 저택에 새롭게 이사온 소녀 사야카와 안나는 우연히 마니의 일기장을 발견한다 그리고 상상조차 할 수 없었던 그 안의 이야기에 놀라게 되는데 과연 낡은 저택에 얽힌 비밀은 무엇이며 신비한 소녀 마니의 정체는,애니메이션,5
550,영화는 영화다,영화를 촬영하던 배우 장수타강지환 扮는 액션씬에서 욱하는 성질을 참지 못해 상대 배우를 폭행 영화는 제작 중단 위기에 처한다 또한 어떤 배우도 깡패 같은 배우 수타의 상대역에 나서지 않아 궁지에 몰린다 그는 궁여지책으로 룸싸롱에서 사인을 해주며 알게 된 조직폭력배 넘버 투 이강패소지섭 扮를 찾아가 영화 출연을 제의한다  누구도 모르게 영화 배우의 꿈을 갖고 있었던 강패는 수타의 제안에 흥미를 느끼며 출연에 응하는 대신 한가지 조건을 내건다 액션씬은 연기가 아닌 실제 싸움을 하자는 것 배우가 안되었으면 깡패 못지 않은 싸움 실력을 갖추었을 것이라 자신하는 수타 역시 이 조건을 받아들이고 두 사람의 치열한 전쟁과도 같은 영화 촬영이 시작되는데,액션,3
551,트랜스포머,인류보다 월등히 뛰어난 지능과 파워를 지닌 외계 생명체 트랜스포머 정의를 수호하는 오토봇 군단과 악을 대변하는 디셉티콘 군단으로 나뉘는 트랜스포머는 궁극의 에너지원인 큐브를 차지하기 위해 오랜 전쟁을 벌여왔다 하지만 행성 폭발로 우주 어딘가로 사라져버린 큐브 그들은 오랜 전쟁의 종지부를 찍기 위해 큐브를 찾아 전 우주를 떠돈다  인류의 미래를 좌우할 에너지원인 큐브는 우주를 떠돌다 지구에 떨어지고 디셉티콘 군단의 끈질긴 추적 끝에 큐브가 지구에 있다는 사실을 알아낸다 그들은 최후의 전쟁의 무대로 지구를 택하고 아무도 모르게 지구로 잠입한다 어떤 행성이든지 침입해 그 곳에 존재하는 기계로 변신 자신의 존재를 숨길 수 있는 트랜스포머는 자동차 헬기 전투기 등의 다양한 형태로 변신해 인류의 생활에 깊숙이 침투한다 그리고 그들은 큐브의 위치를 찾는데 결정적인 열쇠를 지닌 주인공 샘의 존재를 알게 된다  이 모든 사실을 전혀 모른 채 살아가던 샘은 어느 날 밤 자신의 낡은 자동차가 거대한 로봇으로 변신하는 놀라운 현장을 목격한다 그의 자동차는 트랜스포머 중 정의를 수호하는 오토봇 군단의 범블비로 큐브를 차지하기 위해 음모를 꾸미는 디셉티콘 군단에 맞서 샘을 보호하기 위해 파견된 트랜스포머 우주의 질서를 수호하기 위해 반드시 샘을 지켜야만 하는 범블비는 자신이 형제들인 오토봇 군단을 지구로 불러모으기 시작하는데  거대 에너지원 큐브가 디셉티콘의 손에 들어가는 것만은 막아야 한다 샘을 찾아내 큐브를 손에 쥐어 지구를 지배하려는 악의 디셉티콘 군단과 지구를 지키려는 정의의 오토봇 군단의 인류의 운명을 건 숨막히는 대결이 펼쳐진다,SF,4
552,일일시호일,스무살의 노리코는 아직 자신이 하고 싶은 것을 찾지 못했다우연히 시작하게 된 다도가 그녀의 일상에 스며들면서취업의 문턱에서 좌절할 때에도소중한 사람을 잃고 마음의 방황기를 거칠 때에도따스한 찻물이 그녀의 매일매일을 채우기 시작한다,드라마,0
